ticker,announcement_date,fiscal_quarter,estimate_eps,actual_eps,sue,has_consensus,surprise_sign
ASML,2023-10-18,,4.63,4.81,0.1993665582772028,True,1.0
ASML,2024-01-24,,4.78,5.2,0.4379589085657125,True,1.0
ASML,2024-04-17,,2.79,3.11,0.3127097745817222,True,1.0
ASML,2024-07-17,,3.69,4.01,0.4533131415607531,True,1.0
ASML,2024-10-15,,4.86,5.28,0.6081769238530965,True,1.0
ASML,2025-01-29,,6.73,6.84,0.1582099331727178,True,1.0
ASML,2025-04-16,,5.79,6.0,0.18626225630117726,True,1.0
ASML,2025-07-16,,5.25,5.9,0.5434921565045945,True,1.0
ASML,2025-10-15,,5.37,5.49,0.0993574372697667,True,1.0
ASML,2026-01-27,,7.55,7.34,-0.17215304231651252,True,-1.0
ASML,2026-04-14,,6.62,7.15,0.3460117725588278,True,1.0
ASML,2026-07-15,,6.85,,,False,
AVGO,2020-06-04,,0.51,0.51,,False,0.0
AVGO,2020-09-03,,0.52,0.54,,False,1.0
AVGO,2020-12-10,,0.62,0.64,,False,1.0
AVGO,2021-03-04,,0.66,0.66,,False,0.0
AVGO,2021-06-03,,0.65,0.66,0.1349422402149665,True,1.0
AVGO,2021-09-02,,0.69,0.7,0.139076812473869,True,1.0
AVGO,2021-12-09,,0.78,0.78,0.0,True,0.0
AVGO,2022-03-03,,0.81,0.84,0.31639521520305774,True,1.0
AVGO,2022-05-26,,0.87,0.91,0.37093414185288703,True,1.0
AVGO,2022-09-01,,0.95,0.97,0.17599275930399422,True,1.0
AVGO,2022-12-08,,1.03,1.05,0.16956156135971898,True,1.0
AVGO,2023-03-02,,1.02,1.03,0.07206162875122192,True,1.0
AVGO,2023-06-01,,1.01,1.03,0.13954027439425878,True,1.0
AVGO,2023-08-31,,1.04,1.05,0.07863679535076987,True,1.0
AVGO,2023-12-07,,1.1,1.11,0.09541598764068597,True,1.0
AVGO,2024-03-07,,1.04,1.1,0.623188957684092,True,1.0
AVGO,2024-06-12,,1.08,1.1,0.28889016265784395,True,1.0
AVGO,2024-09-05,,1.21,1.24,0.6617250971945579,True,1.0
AVGO,2024-12-12,,1.39,1.42,0.4583530696673965,True,1.0
AVGO,2025-03-06,,1.51,1.6,0.6952894902277336,True,1.0
AVGO,2025-06-05,,1.57,1.58,0.054238312055609944,True,1.0
AVGO,2025-09-04,,1.66,1.69,0.1380966422812433,True,1.0
AVGO,2025-12-11,,1.12,1.74,2.544502840723209,True,1.0
AVGO,2026-03-04,,2.02,2.05,0.12439217317478027,True,1.0
AVGO,2026-06-03,,2.39,,,False,
LRCX,2020-07-29,,0.41,0.48,,False,1.0
LRCX,2020-10-21,,0.52,0.57,,False,1.0
LRCX,2021-01-27,,0.57,0.6,,False,1.0
LRCX,2021-04-21,,0.66,0.75,,False,1.0
LRCX,2021-07-28,,0.76,0.81,0.4796471095433097,True,1.0
LRCX,2021-10-20,,0.82,0.84,0.1497801716908626,True,1.0
LRCX,2022-01-26,,0.85,0.85,0.0,True,0.0
LRCX,2022-04-20,,0.75,0.74,-0.060901040807681224,True,-1.0
LRCX,2022-07-27,,0.73,0.88,0.9638098979133987,True,1.0
LRCX,2022-10-19,,0.95,1.04,0.7752121613284604,True,1.0
LRCX,2023-01-25,,1.0,1.07,0.601232651167525,True,1.0
LRCX,2023-04-19,,0.65,0.7,0.4356658951929481,True,1.0
LRCX,2023-07-26,,0.51,0.6,0.7709847647879003,True,1.0
LRCX,2023-10-18,,0.61,0.69,0.5031688226489194,True,1.0
LRCX,2024-01-24,,0.71,0.75,0.23676900828865133,True,1.0
LRCX,2024-04-24,,0.73,0.78,0.30294090037220456,True,1.0
LRCX,2024-07-31,,0.76,0.81,0.3030203654926931,True,1.0
LRCX,2024-10-23,,0.81,0.86,0.3026929742316699,True,1.0
LRCX,2025-01-29,,0.88,0.91,0.20538449819569174,True,1.0
LRCX,2025-04-23,,1.0,1.04,0.3427272708305381,True,1.0
LRCX,2025-07-30,,1.21,1.33,0.7881116203033376,True,1.0
LRCX,2025-10-22,,1.22,1.26,0.2102820162974659,True,1.0
LRCX,2026-01-28,,1.17,1.27,0.4832069873892297,True,1.0
LRCX,2026-04-22,,1.36,1.47,0.5346126605414456,True,1.0
LRCX,2026-07-29,,1.68,,,False,
MU,2020-06-29,,0.76,0.82,,False,1.0
MU,2020-09-29,,0.97,1.08,,False,1.0
MU,2021-01-07,,0.69,0.78,,False,1.0
MU,2021-03-31,,0.95,0.98,,False,1.0
MU,2021-06-30,,1.72,1.88,1.1519539227646154,True,1.0
MU,2021-09-28,,2.34,2.42,0.19490756644793808,True,1.0
MU,2021-12-20,,2.11,2.16,0.0766013320311232,True,1.0
MU,2022-03-29,,1.98,2.14,0.23499181192814986,True,1.0
MU,2022-06-30,,2.44,2.59,0.22486672565012858,True,1.0
MU,2022-09-29,,1.37,1.45,0.1165221151610916,True,1.0
MU,2022-12-21,,-0.02,-0.04,-0.03109637261979492,True,-1.0
MU,2023-03-28,,-0.88,-1.91,-1.2476324353652917,True,-1.0
MU,2023-06-28,,-1.57,-1.43,0.11642810639812053,True,1.0
MU,2023-09-27,,-1.18,-1.07,0.06982656867759462,True,1.0
MU,2023-12-20,,-1.01,-0.95,0.03683062759167143,True,1.0
MU,2024-03-20,,-0.24,0.42,0.4205139449172951,True,1.0
MU,2024-06-26,,0.53,0.62,0.06506871867900084,True,1.0
MU,2024-09-25,,1.11,1.18,0.07132361744029568,True,1.0
MU,2024-12-18,,1.77,1.79,0.021795209884761132,True,1.0
MU,2025-03-20,,1.42,1.56,0.11663665799412899,True,1.0
MU,2025-06-25,,1.45,1.68,0.17935636438153038,True,1.0
MU,2025-09-23,,2.86,3.03,0.14684129364158705,True,1.0
MU,2025-12-17,,3.96,4.78,0.6779543255865931,True,1.0
MU,2026-03-18,,9.16,12.2,2.320760415838576,True,1.0
MU,2026-06-24,,18.97,,,False,
NVDA,2020-05-21,,0.04,0.05,,False,1.0
NVDA,2020-08-19,,0.05,0.05,,False,0.0
NVDA,2020-11-18,,0.06,0.07,,False,1.0
NVDA,2021-02-24,,0.07,0.08,,False,1.0
NVDA,2021-05-26,,0.08,0.09,0.7745966692414827,True,1.0
NVDA,2021-08-18,,0.1,0.1,0.0,True,0.0
NVDA,2021-11-17,,0.09,0.1,0.46291004988627604,True,1.0
NVDA,2022-02-16,,0.12,0.13,0.46291004988627604,True,1.0
NVDA,2022-05-25,,0.13,0.14,0.3746343246326779,True,1.0
NVDA,2022-08-24,,0.05,0.05,0.0,True,0.0
NVDA,2022-11-16,,0.07,0.06,-0.35514240260228896,True,-1.0
NVDA,2023-02-22,,0.08,0.09,0.37093414185288665,True,1.0
NVDA,2023-05-24,,0.09,0.11,0.7637626158259735,True,1.0
NVDA,2023-08-23,,0.21,0.27,2.318620279390311,True,1.0
NVDA,2023-11-21,,0.34,0.4,1.2104198771788934,True,1.0
NVDA,2024-02-21,,0.46,0.52,0.6256039597876907,True,1.0
NVDA,2024-05-22,,0.56,0.61,0.3365676355246115,True,1.0
NVDA,2024-08-28,,0.64,0.68,0.2020489179959888,True,1.0
NVDA,2024-11-20,,0.75,0.81,0.26326662044207866,True,1.0
NVDA,2025-02-26,,0.85,0.89,0.15831056825547082,True,1.0
NVDA,2025-05-28,,0.75,0.81,0.22762806693414073,True,1.0
NVDA,2025-08-27,,1.01,1.05,0.18075428630787668,True,1.0
NVDA,2025-11-19,,1.26,1.3,0.18512624294300764,True,1.0
NVDA,2026-02-25,,1.54,1.62,0.312007978591752,True,1.0
NVDA,2026-05-20,,1.77,,,False,
TSM,2020-07-16,,0.71,0.78,,False,1.0
TSM,2020-10-14,,0.82,0.9,,False,1.0
TSM,2021-01-14,,0.94,0.97,,False,1.0
TSM,2021-04-15,,0.93,0.96,,False,1.0
TSM,2021-07-15,,0.92,0.93,0.09258200997725519,True,1.0
TSM,2021-10-14,,1.04,1.07,0.30413390246226596,True,1.0
TSM,2022-01-13,,1.12,1.15,0.2636588002036321,True,1.0
TSM,2022-04-14,,1.31,1.4,0.6684373647831905,True,1.0
TSM,2022-07-13,,1.5,1.55,0.2711701934328283,True,1.0
TSM,2022-10-13,,1.68,1.79,0.4801773639011414,True,1.0
TSM,2023-01-12,,1.76,1.82,0.20840657106353744,True,1.0
TSM,2023-04-20,,1.19,1.31,0.3606562184817337,True,1.0
TSM,2023-07-20,,1.08,1.14,0.19677798008939842,True,1.0
TSM,2023-10-18,,1.17,1.29,0.42935449414047705,True,1.0
TSM,2024-01-17,,1.37,1.44,0.2659662719160294,True,1.0
TSM,2024-04-18,,1.32,1.38,0.24380519234157702,True,1.0
TSM,2024-07-18,,1.42,1.48,0.24419791248742836,True,1.0
TSM,2024-10-17,,1.79,1.94,0.6201074256913586,True,1.0
TSM,2025-01-16,,2.22,2.24,0.07578258848756153,True,1.0
TSM,2025-04-17,,2.05,2.12,0.1837927942420074,True,1.0
TSM,2025-07-17,,2.31,2.47,0.38263717750401083,True,1.0
TSM,2025-10-15,,2.63,2.92,0.6518705866926234,True,1.0
TSM,2026-01-15,,2.98,3.14,0.3261439493824632,True,1.0
TSM,2026-04-15,,3.33,3.49,0.2802032210295938,True,1.0
TSM,2026-07-16,,3.74,,,False,
